player_name,position,year,school_transferred_from,school_transferred_to,transfer_rating_247,transfer_rating_on3,hs_rating_247,hs_stars_247,hs_rating_rivals,hs_stars_rivals,hs_graduation_year
Cedarius Doss,CB,2024,Austin Peay,Indiana,0.85,88.0,,,,,
DJ Warnell Jr.,S,2024,Arizona,Indiana,0.85,85.0,,,,,
Dâ€™Angelo Ponds,CB,2024,James Madison,Indiana,0.87,94.0,84.0,3-star,5.4,,
Elijah Sarratt,WR,2024,James Madison,Indiana,0.9,90.0,,,5.4,,
Jailin Walker,LB,2024,James Madison,Indiana,0.87,87.0,,,,,
James Carpenter,DL,2024,James Madison,Indiana,0.88,90.0,,,,,
Jayden McDonald,LB,2024,Troy,Indiana,0.85,85.93,,,,,
Kaelon Black,RB,2024,James Madison,Indiana,0.88,,,,,,
Ke'Shawn Williams,WR,2024,Wake Forest,Indiana,0.86,,,,,,
Kurtis Rourke,QB,2024,Ohio,Indiana,0.9,89.0,,,,2-star,
Mikail Kamara,DL,2024,James Madison,Indiana,0.85,,,,,,
Miles Cross,WR,2024,Ohio,Indiana,0.88,87.0,,,,,
Myles Price,WR,2024,Texas Tech,Indiana,0.87,87.0,87.0,3-star,5.6,3-star,
Nahji Logan,LB,2024,UMass,Indiana,0.84,86.0,,,,,
Nick Kidwell,IOL,2024,James Madison,Indiana,0.87,,,,,,
Shawn Asbury II,S,2024,Old Dominion,Indiana,0.88,89.0,,,,,
Solomon Vanhorse,RB,2024,James Madison,Indiana,0.83,,,,,,
Terry Jones Jr.,S,2024,Old Dominion,Indiana,0.86,87.0,,,,,
Trey Wedig,OT,2024,Wisconsin,Indiana,0.86,,,,,4-star,
Ty Son Lawton,RB,2024,James Madison,Indiana,0.85,,,,,,
Tyler Stephens,IOL,2024,James Madison,Indiana,0.87,,,,,,
Tyrique Tucker,DL,2024,James Madison,Indiana,0.86,,,,,,
Zach Horton,TE,2024,James Madison,Indiana,0.85,,,,,,
Brendan Sullivan,QB,2024,Northwestern,Iowa,0.85,84.83,,,,,
Cade Borud,IOL,2024,North Dakota,Iowa,0.87,87.0,,,,,
Jackson Stratton,QB,2024,Colorado State,Iowa,,84.0,,,,,
Jacob Gill,WR,2024,Northwestern,Iowa,0.84,81.85,85.0,,,,
Alan Herron,OT,2024,Shorter,Maryland,0.87,87.37,,,,,
Aliou Bah,OT,2024,Georgia,Maryland,0.88,88.47,88.0,3-star,5.8,4-star,2022.0
Bryce McFerson,P,2024,Notre Dame,Maryland,0.81,77.82,81.0,,5.2,2-star,2022.0
Isaiah Wright,IOL,2024,Buffalo,Maryland,0.86,85.75,85.0,,5.5,,2020.0
Jalen Huskey,CB,2024,Bowling Green,Maryland,0.89,89.0,82.0,,,,2022.0
Josh Kaltenberger,IOL,2024,Purdue,Maryland,0.84,82.85,85.0,3-star,,3-star,2020.0
MJ Morris,QB,2024,NC State,Maryland,0.87,86.0,88.0,4-star,,4-star,2022.0
Ryan Capriotti,K,2024,East Carolina,Maryland,,,,,,,
Aamir Hall,CB,2024,Albany,Michigan,0.87,88.0,,,,2-star,2020.0
Amorion Walker,WR,2024,Ole Miss,Michigan,,86.0,86.0,3-star,5.5,3-star,2022.0
C.J. Charleston,WR,2024,Youngstown State,Michigan,0.87,87.0,,,5.5,3-star,2019.0
Dominic Zvada,K,2024,Arkansas State,Michigan,,79.21,,,,,2022.0
Jaden Mangham,S,2024,Michigan State,Michigan,,90.14,90.0,4-star,,4-star,2022.0
Jaishawn Barham,LB,2024,Maryland,Michigan,0.91,93.23,94.0,4-star,,,2022.0
Josh Priebe,IOL,2024,Northwestern,Michigan,0.89,88.7,89.0,3-star,5.7,3-star,2020.0
Ricky Johnson,CB,2024,UNLV,Michigan,0.87,81.08,82.0,3-star,,,2020.0
Wesley Walker,S,2024,Tennessee,Michigan,,88.33,86.0,3-star,5.7,3-star,2019.0
Aidan Chiles,QB,2024,Oregon State,Michigan State,0.96,92.76,96.0,4-star,,4-star,
Andrew Dennis,IOL,2024,Illinois,Michigan State,0.92,,93.0,4-star,,4-star,2024.0
Anthony Jones,LB,2024,Indiana,Michigan State,0.86,87.6,,,,,
Aveon Grose,S,2024,Southern Illinois,Michigan State,,84.78,,,,,
Ben Roberts,DL,2024,Oregon,Michigan State,0.84,89.78,91.0,4-star,,3-star,
Carson Voss,P,2024,Western Michigan,Michigan State,,80.0,,,,,
D'Quan Douse,DL,2024,Georgia Tech,Michigan State,0.88,81.87,,,,,
Ed Woods,CB,2024,Arizona State,Michigan State,0.88,84.47,88.0,,,,
Jack Carson Wentz,LS,2024,West Georgia,Michigan State,,,,,,,
Jack Velling,TE,2024,Oregon State,Michigan State,0.9,86.05,88.0,,,,
Jalen Satchell,DL,2024,Old Dominion,Michigan State,0.85,79.02,,,,,
Jeremiah Hughes,CB,2024,LSU,Michigan State,0.87,89.0,88.0,,,,
Jordan Turner,LB,2024,Wisconsin,Michigan State,0.88,86.83,87.0,,,,
Kaden Schickel,LS,2024,James Madison,Michigan State,,79.0,,,,,
Kay'Ron Lynch-Adams,RB,2024,Massachusetts,Michigan State,0.86,86.0,,,,,
Lejond Cavazos,CB,2024,North Carolina,Michigan State,,89.47,,,,,
Luke Newman,IOL,2024,Holy Cross,Michigan State,0.87,,75.0,,,,
Marcellius Pulliam,LB,2024,Miami,Michigan State,0.86,87.3,90.0,4-star,,,
Nikai Martinez,CB,2024,UCF,Michigan State,0.85,89.0,89.0,,,4-star,
Quindarius Dunnigan,EDGE,2024,Middle Tennessee State,Michigan State,0.78,77.55,,,,,
Reeves Taylor,TE,2024,Ventura College,Michigan State,,,,,,,
Ru'Quan Buckley,DL,2024,Nebraska,Michigan State,0.85,,87.0,,5.7,,
Semaj Bridgeman,LB,2024,Michigan,Michigan State,0.88,90.33,90.0,4-star,,4-star,
Shawn Foster,RB,2024,Hope College,Michigan State,,,,,,,
Tanner Miller,IOL,2024,Oregon State,Michigan State,0.88,87.0,,,,,
Tommy Schuster,QB,2024,North Dakota,Michigan State,0.88,87.0,,,,,
Tyler Gillison,DL,2024,Cincinnati,Michigan State,0.84,84.75,,,,,
Wayne Matthews III,LB,2024,Old Dominion,Michigan State,0.91,79.14,,,,,
Max Brosmer,QB,2024,New Hampshire,Minnesota,0.9,90.74,,,,,2019.0
Tyler Williams,WR,2024,Georgia,Minnesota,0.91,94.46,94.0,,5.9,4-star,2023.0
Jaxon Howard,EDGE,2024,LSU,Minnesota,0.92,93.63,,,,,2023.0
Adam Kissayi,EDGE,2024,Clemson,Minnesota,0.88,88.73,89.0,,,,2024.0
Aluma Nkele,OT,2024,UTEP,Minnesota,0.86,86.0,,,,,
Dylan Wittke,QB,2024,Virginia Tech,Minnesota,0.83,84.72,84.0,,,,2023.0
Ethan Robinson,CB,2024,Bucknell,Minnesota,0.88,89.27,,,,,
Cristian Driver,WR,2024,Penn State,Minnesota,0.87,90.2,,,5.8,4-star,2022.0
Sieh Bangura,RB,2024,Ohio,Minnesota,0.89,87.05,82.0,,5.4,,2021.0
Marcus Major,RB,2024,Oklahoma,Minnesota,0.86,90.12,,,5.8,4-star,2019.0
Jai'Onte' McMillan,CB,2024,TCU,Minnesota,0.82,81.67,,,,,
Jaylen Varner,WR,2024,Emporia State,Minnesota,0.87,,,,,,
Cade McConnell,IOL,2024,Vanderbilt,Minnesota,,87.08,,,,,
Tyler Bride,CB,2024,UAB,Minnesota,0.84,81.42,,,,,
Tariq Watson,CB,2024,UAB,Minnesota,0.83,84.6,,,,,
Jacob Lewis,K,2024,Ohio State,Minnesota,,80.0,,,,,
Sam Henson,K,2024,Concordia (MN),Minnesota,,80.0,,,,,
Mac Markway,TE,2024,LSU,Nebraska,0.87,,90.0,,,4-star,2023.0
Ceyair Wright,CB,2024,USC,Nebraska,0.88,94.94,95.0,,5.9,4-star,2021.0
Vincent Genatone,LB,2024,Montana,Nebraska,,82.0,,,,,2022.0
Micah Mazzccua,IOL,2024,Florida,Nebraska,0.88,86.4,83.0,,5.7,3-star,2020.0
Stefon Thompson,LB,2024,Syracuse,Nebraska,0.87,84.75,85.0,,5.6,3-star,2020.0
Dante Dowdell,RB,2024,Oregon,Nebraska,0.9,93.36,93.0,,5.9,4-star,2023.0
Isaiah Neyor,WR,2024,Texas,Nebraska,0.88,77.55,78.0,,,2-star,2019.0
Jahmal Banks,WR,2024,Wake Forest,Nebraska,0.9,83.17,85.0,,5.5,3-star,2020.0
Blye Hill,CB,2024,Saint Francis (PA),Nebraska,0.89,,,,,,2023.0
Jalyn Gramstad,QB,2024,Northwestern College (IA),Nebraska,,86.0,,,,,
Nigel Glover,LB,2024,Ohio State,Northwestern,0.86,90.34,88.0,,5.7,3-star,2023.0
Cooper Lovelace,IOL,2024,USC,Northwestern,0.83,83.0,,,,,
Mike Wright,QB,2024,Mississippi State,Northwestern,0.84,87.2,88.0,3-star,,3-star,2020.0
Jack Bailey,IOL,2024,Colorado,Northwestern,0.85,78.55,,,,,2019.0
Matt Keeler,OT,2024,Texas Tech,Northwestern,0.85,83.17,,,,,
Noah Taylor,LB,2024,Cornell,Northwestern,0.84,85.0,,,,,2020.0
Caleb Downs,S,2024,Alabama,Ohio State,0.99,99.06,99.0,5-star,,,2023.0
Will Howard,QB,2024,Kansas State,Ohio State,0.92,84.47,88.0,3-star,,,2020.0
Quinshon Judkins,RB,2024,Ole Miss,Ohio State,0.96,88.28,,3-star,,,2022.0
Seth McLaughlin,IOL,2024,Alabama,Ohio State,0.9,88.53,,3-star,,,2020.0
Keenan Nelson Jr.,S,2024,South Carolina,Ohio State,0.86,89.96,90.0,4-star,,,2022.0
Will Kacmarek,TE,2024,Ohio,Ohio State,0.89,87.0,75.0,2-star,,,2021.0
Anthony Venneri,P,2024,Buffalo,Ohio State,,80.0,,,,,2022.0
Julian Sayin,QB,2024,Alabama,Ohio State,0.98,98.61,98.0,5-star,,,2024.0
Evan Stewart,WR,2024,Texas A&M,Oregon,0.98,98.43,99.0,5-star,,5-star,2022.0
Jabbar Muhammad,CB,2024,Washington,Oregon,0.94,83.8,86.0,3-star,,,2020.0
Dillon Gabriel,QB,2024,Oklahoma,Oregon,0.91,86.8,86.0,3-star,,,2019.0
Dante Moore,QB,2024,UCLA,Oregon,0.95,99.22,100.0,5-star,,5-star,2023.0
Kam Alexander,CB,2024,UTSA,Oregon,0.9,92.0,,,,,
Derrick Harmon,DL,2024,Michigan State,Oregon,0.91,83.08,86.0,3-star,,,2021.0
Peyton Woodyard,S,2024,Alabama,Oregon,0.89,93.59,91.0,4-star,,5-star,2024.0
Brandon Johnson,CB,2024,Duke,Oregon,0.89,82.01,85.0,3-star,,,2021.0
Kobe Savage,S,2024,Kansas State,Oregon,0.89,83.39,,,,,2019.0
Jay Harris,RB,2024,Northwest Missouri State,Oregon,0.89,88.0,,,,,
Matthew Bedford,OT,2024,Indiana,Oregon,0.88,85.63,87.0,3-star,,,2019.0
Cruz Rushing,S,2024,Arizona,Oregon,0.8,82.0,80.0,3-star,,,2022.0
Atticus Sappington,K,2024,Oregon State,Oregon,0.8,80.0,,,,,2021.0
Jamaree Caldwell,DL,2024,Houston,Oregon,0.93,,,,,,2019.0
Nolan Rucci,OT,2024,Wisconsin,Penn State,0.89,88.0,98.0,5-star,,5-star,2021.0
Jalen Kimber,CB,2024,Florida,Penn State,0.87,87.0,95.0,4-star,,4-star,2020.0
A.J. Harris,CB,2024,Georgia,Penn State,0.95,90.0,98.0,5-star,,,2023.0
Jordan Mayer,EDGE,2024,Wisconsin,Penn State,0.86,85.0,87.0,3-star,,,2023.0
Chase Meyer,K,2024,Tulsa,Penn State,,80.0,,,,,2022.0
Julian Fleming,WR,2024,Ohio State,Penn State,0.92,89.0,100.0,5-star,6.1,5-star,2020.0
Kamari Ramsey,S,2024,UCLA,USC,,91.85,93.0,4-star,,,2022.0
John Humphrey,CB,2024,UCLA,USC,,89.67,90.0,4-star,,,2020.0
Akili Arnold,S,2024,Oregon State,USC,,83.5,87.0,,,,2019.0
Easton Mascarenas-Arnold,LB,2024,Oregon State,USC,,86.13,90.0,,,,2021.0
Nate Clifton,DL,2024,Vanderbilt,USC,,81.48,85.0,,,,2019.0
Jo'Quavious Marks,RB,2024,Mississippi State,USC,,92.79,94.0,,,,2020.0
DeCarlos Nicholson,CB,2024,Mississippi State,USC,,90.62,,,,,2020.0
Greedy Vance Jr.,CB,2024,Florida State,USC,,87.13,87.0,,,,2020.0
Kyle Ford,WR,2024,UCLA,USC,,96.53,98.0,5-star,,,2019.0
Michael Lantz,K,2024,Georgia Southern,USC,,80.02,77.0,,,,2019.0
Hank Pepper,LS,2024,Michigan State,USC,,78.74,79.0,,,,2021.0
Jay Fair,WR,2024,Auburn,USC,,87.88,88.0,,,,2022.0
Charles Ross,WR,2024,San Jose State,USC,,80.27,82.0,,,,2018.0
Jaden Richardson,WR,2024,Tufts,USC,,,,,,,2020.0
Gavin Meyer,DL,2024,Wyoming,USC,,80.67,82.0,,,,2020.0
Trey Smith,Edge,2024,Illinois,Purdue,0.86,85.33,88.0,3-star,,,2023.0
Keelan Crimmins,P,2024,Mississippi State,Purdue,,80.0,,,,,2023.0
Myles Slusher,S,2024,Colorado,Purdue,0.87,,94.0,,,,2020.0
CJ Smith,WR,2024,Georgia,Purdue,0.89,85.0,,,,,2022.0
Kyndrich Breedlove,CB,2024,Colorado,Purdue,0.87,87.0,,3-star,,,2021.0
De'Nylon Morrissette,WR,2024,Georgia,Purdue,0.89,87.0,,4-star,,,2022.0
RJ Lopez,K,2024,UCLA,Purdue,,80.0,79.0,,,,2020.0
Nyland Green,CB,2024,Georgia,Purdue,0.95,87.66,,5-star,,,2021.0
CJ Madden,Edge,2024,Georgia,Purdue,0.87,87.0,93.0,,,,2022.0
Corey Stewart,OT,2024,Ball State,Purdue,0.87,90.0,77.0,2-star,,,2020.0
Jamarius Dinkins,DL,2024,Kentucky,Purdue,0.87,87.0,86.0,3-star,,,2021.0
Jireh Ojata,Edge,2024,Franklin College,Purdue,0.88,,,,,,
Joey Tanona,OT,2024,Notre Dame,Purdue,0.88,87.0,93.0,4-star,,,2022.0
Reggie Love III,RB,2024,Illinois,Purdue,0.88,87.0,,3-star,,,2020.0
Joshua Sales Jr.,OT,2024,Indiana,Purdue,0.84,84.0,88.0,3-star,,,2021.0
Shitta Sillah,Edge,2024,Boston College,Purdue,0.86,86.0,88.0,,,,2019.0
Kam Brown,WR,2024,UCLA,Purdue,0.85,86.0,,4-star,,,2019.0
DJ Wingfield,OT,2024,New Mexico,Purdue,0.87,88.0,,3-star,,,
Sterling Smith,S,2024,Holy Cross,Purdue,0.82,82.0,78.0,,,,2023.0
Athan Kaliakmanis,QB,2024,Minnesota,Rutgers,0.85,,90.0,4-star,5.7,,2021.0
Dino Kaliakmanis,WR,2024,Minnesota,Rutgers,0.82,80.21,84.0,3-star,,,2021.0
Dymere Miller,WR,2024,Monmouth,Rutgers,0.9,91.07,,,,,2020.0
Malcolm Ray,DL,2024,Florida State,Rutgers,0.86,83.5,86.0,3-star,,,2019.0
Shedrick Rhodes Jr.,OT,2024,Ohio,Rutgers,0.85,87.0,80.0,3-star,,,2020.0
Austin Riggs,LS,2024,BYU,Rutgers,,77.32,73.0,2-star,,,2018.0
Drew Tuazama,DL,2024,South Carolina,UCLA,0.83,84.0,86.0,3-star,,,2019.0
Oluwafunto Akinshilo,IOL,2024,Iowa State,UCLA,,82.0,,,,,
Kaylin Moore,CB,2024,California,UCLA,0.86,83.0,84.0,,,,2021.0
Dermaricus Davis,QB,2024,Washington,UCLA,0.9,90.16,,,,,2024.0
Jalen Berger,RB,2024,Michigan State,UCLA,0.85,87.0,91.0,4-star,5.9,4-star,2021.0
Bryce Pierre,TE,2024,Arizona State,UCLA,0.85,82.27,,,,,2019.0
Reuben Unije,OT,2024,Louisville,UCLA,0.86,,86.0,3-star,,4-star,2018.0
Brody Richter,P,2024,Northern Arizona,UCLA,,80.0,,,,,2022.0
Nick Billoups,QB,2024,BYU,UCLA,,82.0,85.0,,,,2018.0
Alani Makihele,IOL,2024,UNLV,UCLA,0.85,85.5,,3-star,,,2020.0
Cherif Seye,Edge,2024,Florida A&M,UCLA,0.86,84.0,,,,,2018.0
Travis Drosos,LS,2024,South Alabama,UCLA,,,,,,,2020.0
Collins Acheampong,Edge,2024,Miami,UCLA,0.89,89.45,,,,,2023.0
K.J. Wallace,CB,2024,Georgia Tech,UCLA,0.87,85.0,90.0,4-star,,,2019.0
Luke Schuermann,DL,2024,Johns Hopkins,UCLA,0.87,87.0,,,,,2020.0
Jacob Busic,Edge,2024,Navy,UCLA,0.86,83.67,,,,,2019.0
Michael Carmody,OT,2024,Notre Dame,UCLA,0.88,86.17,94.0,4-star,5.8,4-star,2020.0
Mateen Bhaghani,K,2024,California,UCLA,0.81,,,,5.5,3-star,2023.0
Anthony Frias II,RB,2024,Kansas State,UCLA,,81.5,,,,,2020.0
Bryan Addison,S,2024,Oregon,UCLA,0.85,85.5,95.0,4-star,5.8,4-star,2018.0
Rico Flores Jr.,WR,2024,Notre Dame,UCLA,0.91,91.49,90.0,4-star,5.9,4-star,2023.0
Ramon Henderson,S,2024,Notre Dame,UCLA,0.86,85.5,90.0,3-star,5.6,3-star,2020.0
Joseph Vaughn,LB,2024,Yale,UCLA,0.85,87.33,81.0,,,,2019.0
Hayden Moore,LB,2024,Michigan,Washington,0.85,84.83,86.0,,,,2023.0
Keleki Latu,TE,2024,Nevada,Washington,0.86,83.05,,,,,2021.0
Enokk Vimahi,IOL,2024,Ohio State,Washington,0.85,84.0,,,,,2019.0
Cameron Broussard,S,2024,Sacramento State,Washington,0.87,,,,,,2020.0
Kevin Green Jr.,WR,2024,Arizona,Washington,0.88,87.88,90.0,,,,2022.0
Jordan Washington,RB,2024,Arizona,Washington,0.9,88.0,,,,,2024.0
Deshawn Lynch,DL,2024,Sacramento State,Washington,0.86,85.75,,,,,
Jayden Wayne,Edge,2024,Miami,Washington,0.91,89.0,,,5.9,4-star,2023.0
Cameron Warchuck,LS,2024,Colorado,Washington,,79.0,,,,,2021.0
Justin Harrington,S,2024,Oklahoma,Washington,0.86,85.0,,,,,2018.0
Shea Kuykendall,QB,2024,Northern Colorado,Washington,0.81,82.0,,,,,2022.0
Logan Sagapolu,IOL,2024,Miami,Washington,0.84,84.0,86.0,,,,2019.0
D'Angalo Titialii,IOL,2024,Portland State,Washington,0.83,86.0,,,,,2020.0
Michael Levelle Watkins,IOL,2024,Arizona,Washington,0.82,84.0,,,,,2024.0
Isaiah Ward,Edge,2024,Arizona,Washington,0.88,89.0,87.0,,,,2022.0
Russell Davis II,Edge,2024,Arizona,Washington,0.87,88.0,85.0,,,,2022.0
Bryun Parham,LB,2024,San Jose State,Washington,0.89,81.31,84.0,,,,2021.0
Audric Harris,WR,2024,Arizona,Washington,0.89,86.0,,,,,2024.0
Ephesians Prysock,CB,2024,Arizona,Washington,0.9,89.99,90.0,4-star,,,2022.0
Demond Williams Jr.,QB,2024,Arizona,Washington,0.9,88.0,,,,,2024.0
Adam Mohammed,RB,2024,Arizona,Washington,0.84,84.0,,,,,2024.0
Jonah Coleman,RB,2024,Arizona,Washington,0.89,92.0,,,,,2022.0
Jeremiah Hunter,WR,2024,California,Washington,0.89,90.0,88.0,,,,2020.0
Tre Watson,TE,2024,Fresno State,Washington,0.89,80.34,81.0,,,,2021.0
Sebastian Valdez,DL,2024,Montana State,Washington,0.9,87.0,,,,,2020.0
Drew Azzopardi,OT,2024,San Diego State,Washington,0.91,88.0,,,,,2022.0
Ethan Barr,LB,2024,Vanderbilt,Washington,0.86,,,,,,
Will Rogers,QB,2024,Mississippi State,Washington,0.9,90.0,86.0,,,,2020.0
Tyler Van Dyke,QB,2024,Miami,Wisconsin,0.9,90.58,87.0,,,,2020.0
Jaheim Thomas,LB,2024,Arkansas,Wisconsin,0.89,88.52,88.0,4-star,,,2020.0
John Pius,EDGE,2024,William & Mary,Wisconsin,0.9,91.43,,,,,2020.0
RJ Delancy III,CB,2024,Toledo,Wisconsin,0.88,85.3,86.0,3-star,,3-star,2020.0
Tawee Walker,RB,2024,Oklahoma,Wisconsin,0.89,89.07,,,,,2019.0
Tackett Curtis,LB,2024,USC,Wisconsin,0.92,88.0,94.0,4-star,,,2023.0
Jackson McGohan,TE,2024,LSU,Wisconsin,0.88,88.0,89.0,3-star,,,2023.0
Sebastian Cheeks,LB,2024,North Carolina,Wisconsin,0.87,87.0,93.0,4-star,,,2022.0
Joseph Griffin Jr.,WR,2024,Boston College,Wisconsin,0.87,88.01,90.0,4-star,,4-star,2022.0
Brandon Lane,DL,2024,Stephen F. Austin,Wisconsin,0.86,87.0,83.0,3-star,,,2020.0
Leon Lowery,EDGE,2024,Syracuse,Wisconsin,,86.93,,,,,
Leyton Nelson,OT,2024,Vanderbilt,Wisconsin,0.87,86.0,87.0,3-star,,,2022.0
Elijah Hills,DL,2024,Albany,Wisconsin,0.87,86.0,,,,,2021.0
Tyrell Henry,WR,2024,Michigan State,Wisconsin,0.88,86.0,88.0,,,,2022.0
Cayson Pfeiffer,LS,2024,Cincinnati,Wisconsin,,79.0,,,,,2019.0
Eli Coenen,DL,2025,Bemidji State,Illinois,0.86,83.0,,,,,
Lars Rau,P,2025,Texas State,Illinois,,,,,,,
Christian Abney,TE,2025,Ball State,Illinois,0.85,79.77,78.0,,,,
Lucas Osada,K,2025,North Carolina,Illinois,,80.33,,,,,2024.0
Nathan Knapik,OT,2025,Idaho,Illinois,0.85,83.85,,,,,2024.0
Carter Hewitt,DL,2025,Northern Iowa,Illinois,0.85,86.0,79.0,,,,
Tyler McMillan,OT,2025,Southeast Missouri State,Illinois,0.86,86.5,75.0,,,,
Murphy Clement,RB,2025,West Virginia,Illinois,0.82,,,,,,2024.0
Hudson Clement,WR,2025,West Virginia,Illinois,0.86,88.53,,,,,2022.0
Ayden Knapik,OT,2025,Idaho,Illinois,0.89,86.63,81.0,,,,2022.0
Keelan Crimmins,P,2025,Purdue,Illinois,,79.75,,,,,
Tomiwa Durojaiye,DL,2025,Florida State,Illinois,0.88,88.0,86.0,,,,2022.0
Davin Stoffel,TE,2025,South Dakota State,Illinois,0.85,83.89,,,,,
James Thompson Jr.,DL,2025,Wisconsin,Illinois,0.92,82.6,86.0,,,,2020.0
Ethan Hampton,QB,2025,Northern Illinois,Illinois,0.86,81.06,83.0,,,,2021.0
Curt Neal,DL,2025,Wisconsin,Illinois,0.84,88.5,88.0,,,,2022.0
Justin Bowick,WR,2025,Ball State,Illinois,0.88,,,,,,
Leon Lowery Jr.,EDGE,2025,Wisconsin,Illinois,0.88,82.47,82.0,,,,2020.0
Enyce Sledge,DL,2025,Florida Atlantic,Illinois,0.82,85.7,,,,,
Fernando Mendoza,QB,2025,California,Indiana,0.93,94.56,82.0,,,,2022.0
Pat Coogan,IOL,2025,Notre Dame,Indiana,0.91,92.29,87.0,,,,2021.0
Roman Hemby,RB,2025,Maryland,Indiana,0.89,88.07,83.0,,,,2021.0
Holden Staes,TE,2025,Tennessee,Indiana,0.89,87.68,90.0,,,,2022.0
Tyler Morris,WR,2025,Michigan,Indiana,0.87,86.06,94.0,,,,2022.0
Zen Michalski,OT,2025,Ohio State,Indiana,0.86,85.67,92.0,,,,2021.0
Kellan Wyatt,Edge,2025,Maryland,Indiana,0.86,88.0,87.0,,,,2022.0
Stephen Daley,Edge,2025,Kent State,Indiana,0.86,87.25,79.0,,,,2022.0
Devan Boykin,S,2025,NC State,Indiana,0.85,86.06,88.0,,,,2020.0
Kahlil Benson,IOL,2025,Colorado,Indiana,0.85,86.67,87.0,,,,2020.0
Ryland Gandy,CB,2025,Pittsburgh,Indiana,0.87,85.44,87.0,,,,2022.0
Louis Moore,S,2025,Ole Miss,Indiana,0.85,85.67,,,,,2020.0
Grant Wilson,QB,2025,Old Dominion,Indiana,0.84,83.89,,,,,
Dominique Ratcliff,DL,2025,Texas State,Indiana,0.86,,81.0,,,,2020.0
Mitch McCarthy,P,2025,UCF,Indiana,0.81,,,,,,
Riley Nowakowski,TE,2025,Wisconsin,Indiana,0.85,87.0,,,,,
Makai Jackson,WR,2025,Appalachian State,Indiana,0.86,,,,,,2022.0
Hosea Wheeler,DL,2025,Western Kentucky,Indiana,0.85,,,,,,
Amariyun Knighten,CB,2025,Northern Illinois,Indiana,0.9,,,,,,
Lee Beebe Jr.,RB,2025,UAB,Indiana,0.84,89.0,,,,,2022.0
Josh Philostin,CB,2025,Rhode Island,Indiana,0.86,,,,,,
Noah Bolticoff,IOL,2025,North Alabama,Indiana,0.79,,,,,,
Jonathan Brady,WR,2025,California,Indiana,0.85,87.0,80.0,,,,2022.0
Mark Gronowski,QB,2025,South Dakota State,Iowa,0.91,92.62,,,,,2020.0
Hank Brown,QB,2025,Auburn,Iowa,0.85,84.28,85.0,,,,2023.0
Sam Phillips,WR,2025,Chattanooga,Iowa,0.85,87.06,,,,,
Jonah Pace,DL,2025,Central Michigan,Iowa,0.87,86.44,78.0,,,,2021.0
Bryce Hawthorne,DL,2025,South Dakota State,Iowa,0.9,89.76,78.0,,,,
Shahid Barros,CB,2025,South Dakota,Iowa,0.85,83.82,,,,,2020.0
Ty Hudkins,S,2025,Purdue,Iowa,0.85,85.0,87.0,,,,
Jeremy Hecklinski,QB,2025,Wake Forest,Iowa,0.86,85.67,89.0,,,,2024.0
Bryce George,OT,2025,Ferris State,Iowa,0.86,87.0,77.0,,,,
Bryant Worrell,LS,2025,Boston College,Iowa,,,,,,,
Carlos Moore,OT,2025,Elon,Maryland,0.87,85.0,,,,,2022.0
Joel Starlings,DL,2025,North Carolina,Maryland,0.87,86.44,90.0,,,,2023.0
Gavin Edwards,S,2025,Austin Peay,Maryland,0.85,,,,,,2023.0
Jordan Scott,WR,2025,Southwest Mississippi C.C.,Maryland,0.86,,,,,,
Cam Rice,DL,2025,Ohio,Maryland,0.86,85.5,74.0,,,,2021.0
Sedrick Smith,DL,2025,Alabama A&M,Maryland,0.86,85.28,,,,,
DD Holmes,DL,2025,Florida State,Maryland,0.87,,88.0,4-star,,,2024.0
Jamare Glasker,CB,2025,Wake Forest,Maryland,0.9,86.7,84.0,3-star,,,2022.0
Dorian Fleming,TE,2025,Georgia State,Maryland,0.87,88.69,83.0,,,,2023.0
Jalil Farooq,WR,2025,Oklahoma,Maryland,0.88,88.87,92.0,4-star,,,2021.0
Eyan Thomas,DL,2025,Saint Francis (PA),Maryland,0.85,,,,,,2023.0
Dontay Joyner,CB,2025,Arkansas State,Maryland,0.86,89.03,84.0,,,,2023.0
Rahtrel Perry,OT,2025,Central Connecticut State,Maryland,0.91,87.15,,,,,2022.0
Kaleb Webb,WR,2025,Tennessee,Maryland,0.86,84.67,93.0,4-star,,,2022.0
Justyn Martin,QB,2025,UCLA,Maryland,0.88,88.51,90.0,4-star,,,2022.0
Jayvin James,OT,2025,Akron,Maryland,0.88,,82.0,3-star,,,2023.0
Sean O'Haire,K,2025,Richmond,Maryland,,,,,,,
EJ Moore Jr.,DL,2025,Western Carolina,Maryland,,,85.0,3-star,,,2024.0
Justice Haynes,RB,2025,Alabama,Michigan,0.92,92.8,97.0,5-star,,,2023.0
Tre Williams,DL,2025,Clemson,Michigan,0.92,90.22,95.0,4-star,,,2020.0
Damon Payne,DL,2025,Alabama,Michigan,0.9,89.75,97.0,5-star,,,2021.0
Donaven McCulley,WR,2025,Indiana,Michigan,0.88,88.95,91.0,4-star,,,2021.0
Troy Bowles,LB,2025,Georgia,Michigan,0.86,88.01,96.0,4-star,,,2023.0
TJ Metcalf,S,2025,Arkansas,Michigan,0.86,87.76,88.0,3-star,,,2023.0
Lawrence Hattar,IOL,2025,Ferris State,Michigan,0.86,87.0,,,,,2022.0
CJ Hester,RB,2025,UMass,Michigan,0.86,84.45,83.0,3-star,,3-star,2023.0
